Name,Country,Users,Purpose,Orbit_Class,Period_min,Launch_Date,Launch_Site,Launch_Vehicle
BSAT-4B,Japan,Commercial,Communications,GEO,1436.1,15-08-2020,Guiana Space Center,Ariane 5
Buccaneer RMM,Australia,Military/Civil,Technology Development,LEO,97.4,18-11-2017,Vandenberg AFB,Delta 2
Bufeng-1A,China,Government,Earth Observation,LEO,96,05-06-2019,Yellow Sea Launch Platform,Long March 11
Bufeng-1B,China,Government,Earth Observation,LEO,96,05-06-2019,Yellow Sea Launch Platform,Long March 11
Bugsat-1,Argentina,Commercial,Technology Development,LEO,96.55,19-06-2014,Dombarovsky Air Base,Dnepr
BulgariaSat-1,Bulgaria,Commercial,Communications,GEO,1436,23-06-2017,Cape Canaveral,Falcon 9
Calipso,France/USA,Government,Earth Science,LEO,98.8,28-04-2006,Vandenberg AFB,Delta 2
CanX-2,Canada,Government/Civil,Technology Development,LEO,97.1,28-04-2008,Satish Dhawan Space Centre,PSLV C9
CanX-4,Canada,Government/Civil,Technology Development,LEO,98.26,30-06-2014,Satish Dhawan Space Centre,PSLV-CA
CanX-5,Canada,Government/Civil,Technology Development,LEO,97.72,30-06-2014,Satish Dhawan Space Centre,PSLV-CA
CanX-7,Canada,Government/Civil,Technology Development,LEO,98.3,26-09-2016,Satish Dhawan Space Centre,PSLV
Capella-1,USA,Commercial,Earth Observation,LEO,96.3,03-12-2018,Vandenberg AFB,Falcon 9
Capella-2,USA,Commercial,Earth Observation,LEO,95.4,31-08-2020,Rocket Lab Launch Complex 1,Electron
CartoSat 1,India,Government,Earth Observation,LEO,97.1,05-05-2005,Satish Dhawan Space Centre,PSLV C6
CartoSat 2,India,Government,Earth Observation,LEO,97.4,10-01-2007,Satish Dhawan Space Centre,PSLV C7
CartoSat 2A,India,Military,Earth Observation,LEO,97.4,28-04-2008,Satish Dhawan Space Centre,PSLV C9
CartoSat 2B,India,Government,Earth Observation,LEO,97.4,12-07-2010,Satish Dhawan Space Centre,PSLV
CartoSat 2C,India,Government,Earth Observation,LEO,94.8,22-06-2016,Satish Dhawan Space Centre,PSLV XL
CartoSat 2D,India,Government,Earth Observation,LEO,94.8,15-02-2017,Satish Dhawan Space Centre,PSLV XL
CartoSat 2E,India,Government,Earth Observation,LEO,91.34,22-06-2017,Satish Dhawan Space Centre,PSLV
CartoSat 2F,India,Government,Earth Observation,LEO,94.6,11-01-2018,Satish Dhawan Space Centre,PSLV
CartoSat 3,India,Government,Earth Observation,LEO,94.8,27-11-2019,Satish Dhawan Space Centre,PSLV
Cassiope,Canada,Government,Earth Science,LEO,103.11,29-09-2013,Vandenberg AFB,Falcon 9
CATSat-1,USA,Government/Civil,Technology Development,LEO,92.7,31-01-2019,International Space Station,Nanorack Deployer
CATSat-2,USA,Government/Civil,Technology Development,LEO,92.7,31-01-2019,International Space Station,Nanorack Deployer
USA 283,USA,Military,Communications,GEO,1436.1,14-04-2018,Cape Canaveral,Atlas 5
CBERS 4,China/Brazil,Government,Earth Observation,LEO,99.67,07-12-2014,Taiyuan Launch Center,Long March 4B
CBERS 4A,China/Brazil,Government,Earth Observation ,LEO,97.2,21-12-2019,Taiyuan Launch Center,Long March 4B
CBNT-1,United Kingdom,Commercial,Technology Development,LEO,97.66,10-07-2015,Satish Dhawan Space Centre,PSLV
CBNT-2,United Kingdom,Commercial,Technology Development,LEO,94.5,11-01-2018,Satish Dhawan Space Centre,PSLV
CELTEE-1,USA,Military,Technology Development,LEO,96.29,11-11-2016,Vandenberg AFB,Atlas 5
Centauri-1,Australia,Commercial,Communications,LEO,95,29-11-2018,Satish Dhawan Space Centre,PSLV
Centauri-2,Australia,Commercial,Technology Development,LEO,96.3,03-12-2018,Vandenberg AFB,Falcon 9
Centispace-1-S1,China,Commercial,Technology Development,LEO,98.8,29-09-2018,Jiuquan Satellite Launch Center,Kuaizhou
CeReS,USA,Government,Space Science,LEO,94.6,16-12-2018,Rocket Lab Launch Complex 1,Electron
CE-SAT-1,Japan,Commercial,Technology Development,LEO,94.76,22-06-2017,Satish Dhawan Space Centre,PSLV
CE-SAT-2B,Japan,Commercial,Technology Demonstration,LEO,94.2,28-10-2020,Rocket Lab Launch Complex 1,Electron
CFESat,USA,Government,Technology Development,LEO,95.5,09-03-2007,Cape Canaveral,Atlas 5
CFOSat,China/France,Government,Earth Observation,LEO,95,28-10-2018,Jiuquan Satellite Launch Center,Long March 2C
Chandra X-Ray Observatory (CXO),USA,Government,Space Science,Elliptical,3808.92,23-07-1999,Cape Canaveral,Space Shuttle (STS 93)
Changshagaoxin ,China,Commercial,Technology Development,LEO,94.9,29-10-2018,Jiuquan Satellite Launch Center,Long March 2C
Chao Fenbianlu,China,Government,Earth Observation ,LEO,98.87,21-12-2016,Jiuquan Satellite Launch Center,Long March 2D
Chefsat,USA,Military,Technology Development,LEO,92.9,07-12-2017,Cygnus,Nanorack Deployer
Chefsat-2,USA,Military,Technology Development,LEO,93.6,13-02-2019,Cygnus,Nanorack Deployer
CHEOPS,ESA,Government,Space Science,LEO,98.8,18-12-2019,Guiana Space Center,Soyuz
CHOMPTT,USA,Government/Civil,Technology Development,LEO,94.6,16-12-2018,Rocket Lab Launch Complex 1,Electron
Chuangxin 1-1,China,Government,Communications,LEO,99.6,21-10-2003,Taiyuan Launch Center,Long March 3B
Chuangxin 1-2,China,Government,Earth Observation,LEO,98.5,05-11-2008,Jiuquan Satellite Launch Center,Long March 2D
Chuangxin 1-3,China,Government,Earth Observation,LEO,100.7,20-11-2011,Jiuquan Satellite Launch Center,Long March 2D
Chuangxin 1-4,China,Government,Earth Observation,LEO,100.74,04-09-2014,Jiuquan Satellite Launch Center,Long March 2D
Chuangxin-3,China,Government,Technology Development,LEO,96.43,19-07-2013,Taiyuan Launch Center,Long March 2C
ChubuSat 1,Japan,Commercial/Civil,Technology Development,LEO,95.07,06-11-2014,Dombarovsky Air Base,Dnepr
ChubuSat 2,Japan,Commercial/Civil,Technology Development,LEO,96.05,17-02-2016,Tanegashima Space Center,H2A
ChubuSat 3,Japan,Commercial/Civil,Technology Development,LEO,96,17-02-2016,Tanegashima Space Center,H2A
Cicero-10,USA,Commercial,Earth Observation,LEO,94.8,10-11-2018,Rocket Lab Launch Complex 1,Electron
Cicero-2,USA,Commercial,Earth Observation,LEO,96.6,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Cicero-3,USA,Commercial,Earth Observation,LEO,96.6,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Cicero-6,USA,Commercial,Earth Observation,LEO,94.7,23-06-2017,Satish Dhawan Space Centre,PSLV
Cicero-7,USA,Commercial,Earth Observation,LEO,94.5,11-01-2018,Satish Dhawan Space Centre,PSLV
Cicero-8,USA,Commercial,Earth Observation,LEO,94.5,29-11-2018,Satish Dhawan Space Centre,PSLV
Ciel-2,Canada,Commercial,Communications,GEO,1436.05,10-12-2008,Baikonur Cosmodrome,Proton M
CINEMA-1,USA,Civil,Space Science,LEO,97.4,13-09-2012,Vandenberg AFB,Atlas 5
CiRiS,USA,Commercial/Civil,Technology Development,LEO,93.9,31-01-2020,Cygnus,SEOPS Slingshot Deployer
USA 257,USA,Military,Communications,GEO,1436.5,16-09-2014,Cape Canaveral,Atlas 5
Cloudsat,USA,Government/Civil,Earth Observation,LEO,98.8,28-04-2006,Vandenberg AFB,Delta 2
CMS-1,India,Government,Communications,GEO,1436.1,17-12-2020,Satish Dhawan Space Centre,PSLV-XL
Compass-2,Germany,Government/Civil,Technology Development,LEO,94.6,23-06-2017,Satish Dhawan Space Centre,PSLV
COMS-1,South Korea,Government,Earth Observation/Communications,GEO,1436.1,26-06-2010,Guiana Space Center,Ariane 5 ECA
COMSATBw-1,Germany,Military,Communications,GEO,1436.1,01-10-2009,Guiana Space Center,Ariane 5
COMSATBw-2,Germany,Military,Communications,GEO,1436.11,21-05-2010,Guiana Space Center,Ariane 5
Condor E2,South Africa,Military,Earth Observation,LEO,94.62,19-12-2014,Baikonur Cosmodrome,Strela
Coriolis,USA,Military,Earth Observation,LEO,101.5,06-01-2003,Vandenberg AFB,Titan 2
CORVUS BC1,USA,Commercial,Earth Observation,LEO,96.5,12-07-2017,Baikonur Cosmodrome,Soyuz 2
CORVUS BC2,USA,Commercial,Earth Observation,LEO,96.5,12-07-2017,Baikonur Cosmodrome,Soyuz 2
CORVUS BC3,USA,Commercial,Earth Observation,LEO,96.5,12-01-2018,Satish Dhawan Space Centre,PSLV
CORVUS BC4,USA,Commercial,Earth Observation,LEO,96.5,03-12-2018,Vandenberg AFB,Falcon 9
CORVUS BC5,USA,Commercial,Earth Observation,LEO,96.5,20-11-2020,Rocket Lab Launch Complex 1,Electron
COSMIC 2-1,Taiwan/USA,Government,Earth Observation,LEO,99,25-06-2019,Cape Canaveral,Falcon Heavy
COSMIC 2-2,Taiwan/USA,Government,Earth Observation,LEO,99,25-06-2019,Cape Canaveral,Falcon Heavy
COSMIC 2-3,Taiwan/USA,Government,Earth Observation,LEO,99,25-06-2019,Cape Canaveral,Falcon Heavy
COSMIC 2-4,Taiwan/USA,Government,Earth Observation,LEO,99,25-06-2019,Cape Canaveral,Falcon Heavy
COSMIC 2-5,Taiwan/USA,Government,Earth Observation,LEO,99,25-06-2019,Cape Canaveral,Falcon Heavy
COSMIC 2-6,Taiwan/USA,Government,Earth Observation,LEO,99,25-06-2019,Cape Canaveral,Falcon Heavy
COSMIC-A,Taiwan/USA,Government/Civil,Earth Observation,LEO,100.9,15-04-2006,Vandenberg AFB,Minotaur-1
COSMIC-B,Taiwan/USA,Government/Civil,Earth Observation,LEO,100.9,15-04-2006,Vandenberg AFB,Minotaur-1
COSMIC-D,Taiwan/USA,Government/Civil,Earth Observation,LEO,98.9,15-04-2006,Vandenberg AFB,Minotaur-1
COSMIC-E,Taiwan/USA,Government/Civil,Earth Observation,LEO,100.9,15-04-2006,Vandenberg AFB,Minotaur-1
COSMIC-F,Taiwan/USA,Government/Civil,Earth Observation,LEO,100.9,15-04-2006,Vandenberg AFB,Minotaur-1
Cosmos 2504,Russia,Military,Technology Development,LEO,112.41,31-03-2015,Plesetsk Cosmodrome,Rokot
Cosmos 2519,Russia,Military,Space Observation,LEO,97.9,23-06-2017,Plesetsk Cosmodrome,Soyuz 2.1v
Cosmos 2535,Russia,Military,Technology Development,LEO,97,10-07-2019,Plesetsk Cosmodrome,Soyuz 2.1v
Cosmos 2536,Russia,Military,Technology Development,LEO,97,10-07-2019,Plesetsk Cosmodrome,Soyuz 2.1v
Cosmos 2542,Russia,Military,Earth/Space Observation,LEO,96.9,25-11-2019,Plesetsk Cosmodrome,Soyuz 2.1v
Cosmos 2543,Russia,Military,Earth/Space Observation,LEO,96.9,25-11-2019,Plesetsk Cosmodrome,Soyuz 2.1v
Cosmos 2537,Russia,Military,Technology Development,LEO,97,10-07-2019,Plesetsk Cosmodrome,Soyuz 2.1v
Cosmos2538,Russia,Military,Technology Development,LEO,97,10-07-2019,Plesetsk Cosmodrome,Soyuz 2.1v
COSMO-Skymed 1,Italy,Military/Civil,Earth Observation,LEO,97.2,08-06-2007,Vandenberg AFB,Delta 7000
COSMO-Skymed 2,Italy,Military/Government,Earth Observation,LEO,97.2,09-12-2007,Vandenberg AFB,Delta 2
COSMO-Skymed 3,Italy,Military/Government,Earth Observation,LEO,97.2,25-10-2008,Vandenberg AFB,Delta 7420
COSMO-Skymed 4,Italy,Military/Government,Earth Observation,LEO,97.2,06-11-2010,Vandenberg AFB,Delta 2
CP-10,USA,Government/Civil,Earth Observation,LEO,95.6,31-01-2015,Vandenberg AFB,Delta 2
CryoCube-1,USA,Government,Technology Development,LEO,92.8,19-02-2020,International Space Station,Nanorack Deployer
Cryosat-2,ESA,Government,Earth Observation,LEO,99.2,08-04-2010,Baikonur Cosmodrome,Dnepr
CSG-1,Italy,Military/Government,Earth Observation,LEO,97.1,18-12-2019,Guiana Space Center,Soyuz
CSIM-FD,USA,Civil,Space Science,LEO,96.3,03-12-2018,Vandenberg AFB,Falcon 9
CSO-1,France,Military,Earth Observation,LEO,100.87,19-12-2018,Guiana Space Center,Soyuz
CSO-2,France,Military,Earth Observation,LEO,94,28-12-2020,Guiana Space Center,Soyuz
Cubebug 2,Argentina,Civil,Technology Development,LEO,97.8,21-11-2013,Dombarovsky Air Base,Dnepr
Cubesail USAT,USA,Civil,Technology Development,LEO,94.7,16-12-2018,Rocket Lab Launch Complex 1,Electron
Cubesat XI-IV ,Japan,Civil,Technology Development,LEO,101.3,30-06-2003,Plesetsk Cosmodrome,Dnepr
CYGNSS-A,USA,Government,Earth Observation,LEO,95.16,15-12-2016,Orbital ATK L-1011,Pegasus
CYGNSS-B,USA,Government,Earth Observation,LEO,95.13,15-12-2016,Orbital ATK L-1011,Pegasus
CYGNSS-C,USA,Government,Earth Observation,LEO,95.1,15-12-2016,Orbital ATK L-1011,Pegasus
CYNGSS-D,USA,Government,Earth Observation,LEO,95.13,15-12-2016,Orbital ATK L-1011,Pegasus
CYGNSS-E,USA,Government,Earth Observation,LEO,95.15,15-12-2016,Orbital ATK L-1011,Pegasus
CYGNSS-F,USA,Government,Earth Observation,LEO,95.12,15-12-2016,Orbital ATK L-1011,Pegasus
CYGNSS-G,USA,Government,Earth Observation,LEO,95.12,15-12-2016,Orbital ATK L-1011,Pegasus
CYGNSS-H,USA,Government,Earth Observation,LEO,95.15,15-12-2016,Orbital ATK L-1011,Pegasus
Daichi-2,Japan,Government,Earth Observation,LEO,97.36,24-05-2014,Tanegashima Space Center,H2A
DAMPE,China,Government,Space Science,LEO,94.54,17-12-2015,Jiuquan Satellite Launch Center,Long March 2D
DAVE,USA,Civil,Technology Development,LEO,93.7,15-09-2018,Vandenberg AFB,Delta 2
DaVinci,USA,Civil,Educational,LEO,94.6,16-12-2018,Rocket Lab Launch Complex 1,Electron
DCBB,China,Civil,Technology Development,LEO,95.13,19-09-2015,Taiyuan Launch Center,Long March 6
Deimos 1,Spain,Government,Earth Observation,LEO,98,29-07-2009,Baikonur Cosmodrome,Dnepr
Deimos 2,Spain,Government,Earth Observation,LEO,96.85,19-06-2014,Dombarovsky Air Base,Dnepr
Dekart,Russia,Civil,Space Science,LEO,95.8,28-09-2020,Plesetsk Cosmodrome,Soyuz 2.1b
Delfi-C3,Netherlands,Civil,Technology Development,LEO,96.8,28-04-2008,Satish Dhawan Space Centre,PSLV C9
Delfini-1,Denmark,Civil,Technology Development/Educational,LEO,92.7,31-01-2019,International Space Station,Nanorack Deployer
Dellingr,USA,Government,Technology Development,LEO,92.6,20-11-2017,International Space Station,Nanorack Deployer
DeMi,USA,Civil,Technology Development,LEO,92.9,13-07-2020,International Space Station,Nanorack Deployer
DHFR,USA,Military,Technology Development,LEO,93.7,26-08-2017,Cape Canaveral,Minotaur 4
Diamond Blue,United Kingdom,Commercial,Technology Development,LEO,96.4,23-06-2017,Satish Dhawan Space Centre,PSLV
Diamond Green,United Kingdom,Commercial,Technology Development,LEO,96.4,23-06-2017,Satish Dhawan Space Centre,PSLV
Diamond Red,United Kingdom,Commercial,Technology Development,LEO,96.4,23-06-2017,Satish Dhawan Space Centre,PSLV
Dido-2,Switzerland,Commercial,Technology Development,LEO,94.6,15-02-2017,Satish Dhawan Space Centre,PSLV XL
Dido-3,Switzerland,Commercial,Space Science,LEO,94.6,02-09-2020,Guiana Space Center,Vega
DirecTV-10,USA,Commercial,Communications,GEO,1436.1,07-07-2007,Baikonur Cosmodrome,Proton M
DirecTV-11,USA,Commercial,Communications,GEO,1436.1,19-03-2008,Sea Launch Odyssey,Zenit 3SL
DirecTV-12,USA,Commercial,Communications,GEO,1436.04,29-12-2009,Baikonur Cosmodrome,Breeze M
DirecTV-14,USA,Commercial,Communications,GEO,1443.51,06-12-2014,Guiana Space Center,Ariane 5 ECA
DirecTV-15,USA,Commercial,Communications,GEO,1434.07,27-05-2015,Guiana Space Center,Ariane 5 ECA
DirecTV-5,USA,Commercial,Communications,GEO,1436.08,07-05-2002,Baikonur Cosmodrome,Proton K
DirecTV-7S,USA,Commercial,Communications,GEO,1436.1,04-05-2004,Sea Launch Odyssey,Zenit 3SL
DirecTV-8,USA,Commercial,Communications,GEO,1436.1,22-05-2005,Baikonur Cosmodrome,Proton M/Breeze M
DirecTV-9S,USA,Commercial,Communications,GEO,1436.1,13-10-2006,Guiana Space Center,Ariane 5 ECA
Diwata-1,Philippines,Government/Civil,Earth Observation,LEO,91.5,27-04-2016,International Space Station,J-SSOD Deployer
Diwata-2B,Japan,Civil,Earth Observation,LEO,96.8,29-10-2018,Tanegashima Space Center,H2A
DLR Tubsat,Germany,Government,Earth Science,LEO,99.2,26-05-1999,Satish Dhawan Space Centre,PSLV C2
DMC 3-1,United Kingdom,Commercial,Earth Observation,LEO,97.71,10-07-2015,Satish Dhawan Space Centre,PSLV
DMC 3-2,United Kingdom,Commercial,Earth Observation,LEO,97.71,10-07-2015,Satish Dhawan Space Centre,PSLV
DMC 3-3,United Kingdom,Commercial,Earth Observation,LEO,97.69,10-07-2015,Satish Dhawan Space Centre,PSLV
USA 131,USA,Military,Earth Observation,LEO,101.9,04-04-1997,Vandenberg AFB,Titan 2
USA 147,USA,Military,Earth Observation,LEO,101.8,12-12-1999,Vandenberg AFB,Titan 2
USA 172,USA,Military,Earth Observation,LEO,101.87,18-10-2003,Vandenberg AFB,Titan 2
USA 173,USA,Military,Earth Observation,LEO,101.89,04-11-2006,Vandenberg AFB,Delta 4
USA 210,USA,Military,Earth Observation,LEO,101.94,18-10-2009,Vandenberg AFB,Atlas 5
DoT-1,United Kingdom,Commercial,Technology Development,LEO,95.2,05-07-2019,Vostochny Cosmodrome,Soyuz
Dove 2k-10,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-12,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-15,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-16,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-18,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-19,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-21,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-23,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-25,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove  2k-29,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-3,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-30,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-31,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-32,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-35,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-37,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-39,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-4,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-40,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-41,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-43,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-44,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-45,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-46,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-47,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-6,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-7,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2k-9,USA,Commercial,Earth Observation,LEO,94,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
Dove 2p-10,USA,Commercial,Earth Observation,LEO,94.76,22-06-2016,Satish Dhawan Space Centre,PSLV XL
Dove 2p-12,USA,Commercial,Earth Observation,LEO,94.75,22-06-2016,Satish Dhawan Space Centre,PSLV XL
Dove 2p-3,USA,Commercial,Earth Observation,LEO,94.75,22-06-2016,Satish Dhawan Space Centre,PSLV XL
Dove 2p-6,USA,Commercial,Earth Observation,LEO,94.75,22-06-2016,Satish Dhawan Space Centre,PSLV XL
Dove 2p-8,USA,Commercial,Earth Observation,LEO,94.76,22-06-2016,Satish Dhawan Space Centre,PSLV XL
Dove 2p-9,USA,Commercial,Earth Observation,LEO,94.77,22-06-2016,Satish Dhawan Space Centre,PSLV XL
Dove 3k-1,USA,Commercial,Earth Observation,LEO,94.5,27-12-2018,Vostochny Cosmodrome,Soyuz 2.1a
Dove 3k-10,USA,Commercial,Earth Observation,LEO,94.5,27-12-2018,Vostochny Cosmodrome,Soyuz 2.1a
Dove 3k-11,USA,Commercial,Earth Observation,LEO,94.5,27-12-2018,Vostochny Cosmodrome,Soyuz 2.1a
Dove 3k-2,USA,Commercial,Earth Observation,LEO,94.5,27-12-2018,Vostochny Cosmodrome,Soyuz 2.1a
Dove 3k-4,USA,Commercial,Earth Observation,LEO,94.5,27-12-2018,Vostochny Cosmodrome,Soyuz 2.1a
Dove 3k-5,USA,Commercial,Earth Observation,LEO,94.5,27-12-2018,Vostochny Cosmodrome,Soyuz 2.1a
Dove 3k-6,USA,Commercial,Earth Observation,LEO,94.5,27-12-2018,Vostochny Cosmodrome,Soyuz 2.1a
Dove 3k-7,USA,Commercial,Earth Observation,LEO,94.5,27-12-2018,Vostochny Cosmodrome,Soyuz 2.1a
